name,category,calories,protein,carbs,fat,fiber,standardUnit
นมผง เด็ก 6 เดือน-3 ปี (ตรา ไฮคิว ซูเปอร์โกลด์),milk,456.06,14.37,56.53,19.16,5.27,ถ้วยตวง
นมผง เด็ก 6 เดือน-3 ปี (ตรา ไฮคิว พรีไบโอโพรเทก),milk,456.82,14.37,56.72,19.16,5.27,ถ้วยตวง
นมผง เด็ก 6 เดือน-3 ปี ผสมน้ำผึ้ง 5% (ตรา หมี),milk,463.8,22.2,51,19,0,ถ้วยตวง
นมผง เด็ก 6 เดือน-3 ปี สูตรผสม 5 นิวคลีโอไทด์และลูทีน (ตรา เอส-26 โปรมิล),milk,459.89,15.33,56.53,19.16,0,ถ้วยตวง
นมผง เด็ก 6 เดือน-3 ปี สูตรผสมโปรตีนเวย์เข้มข้นที่ผ่านการย่อยโดยเอ็มไซม์ (ตรา ไฮคิว เอช เอ 2),milk,454.43,10.35,59.5,19.45,5.17,ถ้วยตวง
นมผง เด็ก 6 เดือน-3 ปี เสริมธาตุเหล็ก (ตรา แนน โปร 2),milk,461.86,13.88,55.67,20.41,0,ถ้วยตวง
นมผง (ตรา มิชชั่น),milk,513,26.3,37.6,28.6,0,ถ้วยตวง
นมผง (ตรา อะแล็คต้า เอ็น เอฟ),milk,504,27.6,38.1,26.8,0,ถ้วยตวง
นมผง (ตรา แองเคอร์),milk,508.9,27.2,35.9,28.5,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เกน),milk,464.87,18.49,39.95,25.68,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา ซิมิแลค),milk,486.66,10.2,50.63,27.04,2.91,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา ดูเม็กซ์ โกลด์พลัส 1),milk,489.4,10.06,56.24,24.91,5.65,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา ดูแลค),milk,485.66,10.35,56.53,24.24,1.44,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา แนน 1),milk,509.4,11.4,57.9,25.8,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา มาเม็กซ์),milk,495.34,11.5,54.13,25.87,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เมจิ fmt),milk,508.3,12.5,57.2,25.5,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา แล็คโตเยน โกลด์ 1),milk,498.69,13.03,51.07,26.92,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา สโนว์ P-7l),milk,515.9,13.2,53.9,27.5,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เอนฟา 1 สมาร์ทพลัส),milk,503.96,10.54,50.78,28.74,2.68,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เอนฟาแลค),milk,525.3,12,54.3,28.9,0,ถ้วยตวง
