name,category,calories,protein,carbs,fat,fiber,standardUnit
แครกเกอร์ไส้สับปะรด,starch,27.65,0.23,5.07,0.72,0.18,ชิ้น (เล็ก)
ข้าวโพดและข้าวสาลี แผ่นอบกรอบ / ซีเรียล รสช็อกโกแลต (ตรา เคลลอคส์),starch,124.84,2.08,26.83,1.02,0.0,ถ้วยตวง
ข้าวมัน (ข้าวมันไก่),starch,118.4,2.02,22.45,2.28,0.39,ทัพพี
ข้าวหมก (สำหรับข้าวหมกไก่) (ฮาลาล),starch,106.47,2.02,20.33,1.9,0.0,ทัพพี
โดนัทไส้ครีม,starch,47.59,0.83,3.9,3.19,0.1,ชิ้น (เล็ก)
ขนมปังหวาน ไม่มีไส้,starch,99.52,2.96,16.85,2.25,0.61,ชิ้น (กลาง)
คุกกี้ช็อกโกแลต ปะกบคู่สอดไส้ครีม,starch,496.18,5.42,73.84,19.91,3.02,ถ้วยตวง
บะหมี่ญี่ปุ่น โซบะ สุก,starch,120.8,5.72,24.23,0.11,0.0,ถ้วยตวง
บะหมี่ญี่ปุ่น โซบะ แห้ง,starch,217.43,8.63,44.77,0.43,0.0,ถ้วยตวง
บะหมี่ญี่ปุ่น โซเมน สุก,starch,169.95,5.32,36.63,0.24,0.0,ถ้วยตวง
บะหมี่ญี่ปุ่น โซเมน แห้ง,starch,209.45,6.81,44.46,0.49,2.58,ถ้วยตวง
โอ๊ต รำ สุก,starch,121.07,5.86,20.88,1.57,4.75,ถ้วยตวง
โอ๊ต รำ ดิบ,starch,311.24,13.55,51.87,5.51,12.06,ถ้วยตวง
แป้งข้าวโอ๊ต,starch,403.36,14.65,65.67,9.12,6.5,ถ้วยตวง
ข้าวเจ้า รำ,starch,432.47,13.13,48.86,20.5,20.65,ถ้วยตวง
ไรย์,starch,506.03,14.56,106.79,2.29,21.26,ถ้วยตวง
แป้งไรย์ ชนิดหนัก,starch,381.85,16.96,73.17,2.37,25.38,ถ้วยตวง
แป้งไรย์ ชนิดเบา,starch,304.13,8.34,65.15,1.13,6.8,ถ้วยตวง
แป้งไรย์ ชนิดปานกลาง,starch,304.94,9.24,64.09,1.29,10.03,ถ้วยตวง
ข้าวสาลี รำ,starch,173.19,7.51,31.16,2.05,20.68,ถ้วยตวง
แป้งสาลี โปรตีน 11.5%,starch,354.15,11.5,73.78,1.45,2.4,ถ้วยตวง
แป้งสาลี โปรตีน 13%,starch,353.36,13.06,72.17,1.38,2.4,ถ้วยตวง
แป้งสาลี โปรตีน 9%,starch,357.57,8.89,77.29,1.43,2.4,ถ้วยตวง
แป้งสาลี เค้ก,starch,352.52,8.2,78.0,0.86,1.7,ถ้วยตวง
แป้งสาลี โฮลแกรน,starch,363.07,13.2,71.94,2.5,10.7,ถ้วยตวง
แป้งสาลี ขนมปัง,starch,352.84,11.98,72.5,1.66,2.4,ถ้วยตวง
ข้าวสาลี ต้นอ่อน,starch,211.51,7.49,42.53,1.27,1.1,ถ้วยตวง
ข้าวโพด พันธุ์ข้าวเหนียว ดิบ,starch,181.05,5.37,37.7,0.98,0.0,ถ้วยตวง
ข้าวโพดเทียน ต้ม,starch,216.84,4.29,46.41,1.56,6.5,ถ้วยตวง
โดนัทเคลือบน้ำตาล,starch,249.46,3.02,29.46,13.28,0.87,ถ้วยตวง
ข้าวเจ้า ข้าวนา นึ่ง (กะเหรี่ยงเมืองกาญฯ),starch,151.3,3.0,33.7,0.5,0.7,ถ้วยตวง
ข้าวเจ้า ข้าวไร่ นึ่ง (กะเหรี่ยงเมืองกาญฯ),starch,156.5,2.9,35.1,0.5,0.9,ถ้วยตวง
ข้าวตุ๋นกึ่งสำเร็จรูป เสริมแคลเซียม ธาตุเหล็ก วิตามินบี1 และโฟเลต (ตรา ลูกเต๋า),starch,391.6,8.1,89.8,0.0,2.2,ถ้วยตวง
ข้าวเบือ / ข้าวสารเจ้าแช่น้ำ,starch,424.62,7.75,96.29,0.94,0.7,ถ้วยตวง
ข้าวคั่ว,starch,670.51,11.91,153.16,1.13,5.29,ถ้วยตวง
แป้งทอดกรอบ / แป้งประกอบอาหาร (ตรา โกกิ),starch,362.57,12.51,75.15,1.32,2.35,ถ้วยตวง
ข้าวเบือ / ข้าวสารเหนียวแช่น้ำ,starch,326.25,5.8,74.52,0.55,2.58,ถ้วยตวง
ข้าวแคบ ผสมงาดำ,starch,359.17,5.28,69.39,6.72,0.0,ถ้วยตวง
ข้าวแคบ ไม่ผสมงา,starch,340.94,3.54,79.8,0.84,0.0,ถ้วยตวง
ก๋วยจั๊บญวน เส้น ต้ม,starch,50.57,0.59,11.88,0.08,0.34,ทัพพี
ขนมปังกรอบ รสต่างๆ (ซุปไก่ ผัก หัวหอม),starch,162.92,2.31,24.0,6.41,0.93,ถ้วยตวง
