name,category,calories,protein,carbs,fat,fiber,standardUnit
หมู เนื้อสันใน / หมูเนื้อแดง ต้ม,meat,150.33,32.73,0,2.16,0,ถ้วยตวง
หมู เนื้อสันใน / หมูเนื้อแดง ทอด,meat,308.99,47.24,0,13.34,0,ถ้วยตวง
เป็ด เนื้อ ดิบ,meat,269.19,18.09,0,21.87,0,ถ้วยตวง
หมู หม่ำ,meat,357.59,43.77,7.09,17.13,0,ถ้วยตวง
วัว ลูกชิ้น ปิ้ง,meat,188.11,20.42,18.61,3.55,0.31,ถ้วยตวง
ไก่ โครง ปิ้ง,meat,296.97,24.51,11.51,16.99,1.82,ถ้วยตวง
หมู สามชั้น ต้ม,meat,526.69,25.95,0,46.99,0,ถ้วยตวง
หมู สันคอ ย่าง,meat,329.44,41.64,4.18,16.24,0,ถ้วยตวง
หมู ตับ ต้ม,meat,251.17,45.12,0,7.85,0,ถ้วยตวง
หมู ตับ ทอด,meat,372.8,46.15,6.39,18.07,0,ถ้วยตวง
หมู ขา ดิบ,meat,233.7,22.02,0.98,15.74,0,ถ้วยตวง
หมู หู ดิบ,meat,55.64,5.02,0,3.95,0,ทัพพี
ไก่ดำ น่อง ดิบ,meat,156.2,30.24,0,3.92,0,ถ้วยตวง
ไก่ดำ ปีก ดิบ,meat,187.84,28.25,0,8.32,0,ถ้วยตวง
ไก่ดำ สะโพก ดิบ,meat,166.86,29.57,0,5.4,0,ถ้วยตวง
ไก่ดำ อก ดิบ,meat,146.07,29.84,0,2.97,0,ถ้วยตวง
ไก่บ้าน น่อง ดิบ,meat,156.6,28.21,0,4.86,0,ถ้วยตวง
ไก่บ้าน ปีก ดิบ,meat,168.56,26.4,0,7,0,ถ้วยตวง
ไก่บ้าน สะโพก ดิบ,meat,164.16,27.68,0,5.94,0,ถ้วยตวง
ไก่บ้าน อก ดิบ,meat,159.84,29.03,0,4.86,0,ถ้วยตวง
ไก่ป่า น่อง ดิบ,meat,179.82,29.16,0,7.02,0,ถ้วยตวง
ไก่ป่า ปีก ดิบ,meat,245.78,28.78,0,14.52,0,ถ้วยตวง
ไก่ป่า สะโพก ดิบ,meat,291.6,26.73,0,20.52,0,ถ้วยตวง
ไก่ป่า อก ดิบ,meat,227.07,29.43,0,12.15,0,ถ้วยตวง
จระเข้ เนื้อ ดิบ,meat,180.14,28.91,3.61,5.56,1.11,ถ้วยตวง
ไส้กรอก หมู วัว,meat,298.64,20.16,3.42,22.7,0,ถ้วยตวง
ไส้กรอก หมู สุก,meat,429.07,24.46,1.87,35.97,0,ถ้วยตวง
ไส้กรอก ไก่ หมู วัว รมควัน,meat,284.46,17.95,10.69,18.88,0,ถ้วยตวง
หมู เบคอน ทอด,meat,696.6,51.56,2.58,53.34,0,ถ้วยตวง
หมู ลูกชิ้น ลวก,meat,202.18,19.01,12.1,8.64,0,ถ้วยตวง
หมู เลือด ดิบ,meat,11.24,2.78,0,0.01,0,ทัพพี
หมูแผ่น,meat,144.36,12.1,14.1,4.4,0,ถ้วยตวง
หมู แดดเดียว ปิ้ง,meat,88.14,10.65,4.55,3.04,0,ทัพพี
ไก่ ลูกชิ้น ลวก,meat,241.65,23.85,5.85,13.65,0,ถ้วยตวง
ไก่ ตีน / เล็บมือนาง ต้ม,meat,65.75,6.19,0.44,4.36,0,ทัพพี
ไก่ หนัง ทอด,meat,115.35,6.8,2.91,8.5,0,ทัพพี
หมู เท้า / คากิ ต้มพะโล้,meat,96.77,9.03,3.03,5.39,0,ทัพพี
วัว เนื้อสวรรค์ (ฮาลาล),meat,267.85,30.25,27.81,3.96,0,ถ้วยตวง
วัว เนื้อเปื่อย ติดมัน ต้ม (ฮาลาล),meat,348.75,28.56,5.77,23.49,0,ถ้วยตวง
ไก่ คอ ต้ม,meat,91.34,5.58,0.21,7.57,0,ทัพพี
ไก่ ตูด ย่าง,meat,128.07,5.83,6.01,8.97,0,ทัพพี
หมู หัว ต้ม,meat,132.19,9.46,2.55,9.35,0,ทัพพี
หมู สมอง ดิบ,meat,190.98,15.83,0,14.18,0,ถ้วยตวง
วัว เนื้อแดดเดียว ทอด (ฮาลาล),meat,85.72,12.4,1.14,3.51,0,ทัพพี
หมู เบคอน,meat,627.47,19.18,1.95,60.33,0,ถ้วยตวง
หมู เบคอน สุกด้วยไมโครเวฟ,meat,706.86,59.3,0.73,51.86,0,ถ้วยตวง
หมู เบคอน ทอด โซเดียมต่ำ,meat,805.45,56.3,2.17,63.51,0,ถ้วยตวง
วัว ลูกชิ้น ลวก,meat,125.84,17.94,8.84,2.08,0,ถ้วยตวง
วัว ลูกชิ้น ทอด,meat,147.97,19.43,7.87,4.3,0,ถ้วยตวง
วัว ลูกชิ้น เอ็น ลวก,meat,206.83,20.93,7.67,10.27,0,ถ้วยตวง
หมู ลูกชิ้น ทอด,meat,250.42,21.17,13.25,12.53,0,ถ้วยตวง
หมู ลูกชิ้น เอ็น ลวก,meat,249.26,23.33,6.91,14.26,0,ถ้วยตวง
